feature_name,original_columns,feature_type,data_type,unit,formula,description,dataset,task,temporal_behavior,lookback,available_at_prediction_time,leakage_status,missing_rate,variance,unique_count,status,removal_reason
s15_roll_mean_5,s15,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s15_roll_mean_5) within engine group,Engineered degradation indicator s15_roll_mean_5 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,0.0010286354867664988,8901,KEEP,None (strictly causal degradation trend)
s15_roll_mean_10,s15,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s15_roll_mean_10) within engine group,Engineered degradation indicator s15_roll_mean_10 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,0.0009275891599499469,12048,KEEP,None (strictly causal degradation trend)
s15_roll_std_10,s15,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s15_roll_std_10) within engine group,Engineered degradation indicator s15_roll_std_10 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,2.57708339335036e-05,20491,KEEP,None (strictly causal degradation trend)
s17_diff_1,s17,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s17_diff_1) within engine group,Engineered degradation indicator s17_diff_1 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,1.7837219909621673,13,KEEP,None (strictly causal degradation trend)
s17_degradation_delta,s17,DERIVED_CAUSAL_TEMPORAL,int64,Delta/Average Units,Causal transform (s17_degradation_delta) within engine group,Engineered degradation indicator s17_degradation_delta using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,3.0776365531748655,15,KEEP,None (strictly causal degradation trend)
s17_roll_mean_5,s17,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s17_roll_mean_5) within engine group,Engineered degradation indicator s17_roll_mean_5 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,1.5962711645176417,59,KEEP,None (strictly causal degradation trend)
s17_roll_mean_10,s17,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s17_roll_mean_10) within engine group,Engineered degradation indicator s17_roll_mean_10 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,1.414339659181396,141,KEEP,None (strictly causal degradation trend)
s17_roll_std_10,s17,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s17_roll_std_10) within engine group,Engineered degradation indicator s17_roll_std_10 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,0.05889151009509399,12432,KEEP,None (strictly causal degradation trend)
s20_diff_1,s20,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s20_diff_1) within engine group,Engineered degradation indicator s20_diff_1 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,0.020301800932870415,191,KEEP,None (strictly causal degradation trend)
s20_degradation_delta,s20,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s20_degradation_delta) within engine group,Engineered degradation indicator s20_degradation_delta using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,0.03865122827013263,250,KEEP,None (strictly causal degradation trend)
s20_roll_mean_5,s20,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s20_roll_mean_5) within engine group,Engineered degradation indicator s20_roll_mean_5 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,0.0233071136852878,929,KEEP,None (strictly causal degradation trend)
s20_roll_mean_10,s20,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s20_roll_mean_10) within engine group,Engineered degradation indicator s20_roll_mean_10 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,0.02094105030248222,1624,KEEP,None (strictly causal degradation trend)
s20_roll_std_10,s20,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s20_roll_std_10) within engine group,Engineered degradation indicator s20_roll_std_10 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,0.0006185242285427306,19894,KEEP,None (strictly causal degradation trend)
s21_diff_1,s21,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s21_diff_1) within engine group,Engineered degradation indicator s21_diff_1 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,0.007230304794276684,6038,KEEP,None (strictly causal degradation trend)
s21_degradation_delta,s21,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s21_degradation_delta) within engine group,Engineered degradation indicator s21_degradation_delta using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,0.013337118507773499,7190,KEEP,None (strictly causal degradation trend)
s21_roll_mean_5,s21,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s21_roll_mean_5) within engine group,Engineered degradation indicator s21_roll_mean_5 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,0.008399841511502165,14122,KEEP,None (strictly causal degradation trend)
s21_roll_mean_10,s21,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s21_roll_mean_10) within engine group,Engineered degradation indicator s21_roll_mean_10 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,0.007561172241703103,16596,KEEP,None (strictly causal degradation trend)
s21_roll_std_10,s21,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (s21_roll_std_10) within engine group,Engineered degradation indicator s21_roll_std_10 using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,0.0002179736729999333,20518,KEEP,None (strictly causal degradation trend)
cycle_norm,time_cycles,DERIVED_CAUSAL_TEMPORAL,float64,Delta/Average Units,Causal transform (cycle_norm) within engine group,Engineered degradation indicator cycle_norm using strictly prior/current cycles,NASA_CMAPSS_FD001,RUL_Regression,CAUSAL_TIME_SERIES,1 to 10 cycles,YES,SAFE,0.0,0.474459080779403,362,KEEP,None (strictly causal degradation trend)
